City,Location,DT,Clouds,Feels Like,Humidity,Pressure,Temp,Temp Max,Temp Min,Weather Main,Wind Degree,Wind Speed,Is Rain,Atmospheric Pressure Ratio,Wind Impact
DaNang,NguHanhSon,1675839600,20,30.52,69,1011,27.99,27.99,27.99,Clouds,110,6.17,0,0.997779422649889,0.5338968639328023
DaNang,ThanhKhe,1675843200,20,29.18,74,1011,26.99,26.99,26.99,Clouds,110,5.14,0,0.997779422649889,0.38499839453597245
QuangNam,TX_DienBan,1675846800,20,29.18,74,1010,26.99,26.99,26.99,Clouds,130,5.66,0,0.9967924993831729,0.7967609537108535
QuangNam,TP_HoiAn,1675846800,24,30.37,87,1010,26.98,26.98,26.98,Clouds,109,5.07,0,0.9967924993831729,0.5595637541101486
QuangNam,TP_HoiAn,1675850400,21,25.98,90,1010,25.98,25.98,25.98,Clouds,115,4.45,0,0.9967924993831729,0.0
QuangNam,TP_TamKy,1675854000,6,24.48,90,1010,23.7,23.7,23.7,Clear,120,3.92,0,0.9967924993831729,0.15288000000000015
DaNang,SonTra,1675861200,75,25.84,88,1012,24.99,24.99,24.99,Clouds,130,3.09,0,0.998766345916605,0.16882816568416983
DaNang,HaiChau,1675861200,75,25.84,88,1012,24.99,24.99,24.99,Clouds,130,3.09,0,0.998766345916605,0.16882816568416983
QuangNam,TP_HoiAn,1675864800,13,25.99,94,1013,24.98,24.98,24.98,Clouds,129,3.04,0,0.999753269183321,0.19322653286794164
DaNang,ThanhKhe,1675868400,75,25.84,88,1013,24.99,24.99,24.99,Clouds,130,2.57,0,0.999753269183321,0.14041695333602475
DaNang,HaiChau,1675872000,75,25.84,88,1013,24.99,24.99,24.99,Clouds,130,3.09,0,0.999753269183321,0.16882816568416983
DaNang,CamLe,1675875600,75,25.84,88,1013,24.99,24.99,24.99,Clouds,130,2.57,0,0.999753269183321,0.14041695333602475
DaNang,CamLe,1675879200,75,25.84,88,1013,24.99,24.99,24.99,Clouds,140,3.6,0,0.999753269183321,0.23440959959440763
QuangNam,TX_DienBan,1675882800,75,24.9,94,1012,23.99,23.99,23.99,Clouds,140,3.09,0,0.998766345916605,0.21540403696062543
DaNang,LienChieu,1675893600,75,24.86,94,1012,23.95,23.95,23.95,Clouds,130,2.57,0,0.998766345916605,0.15032873827739096
DaNang,CamLe,1675897200,75,24.9,94,1012,23.99,23.99,23.99,Clouds,160,2.57,0,0.998766345916605,0.21976591322320038
DaNang,ThanhKhe,1675900800,75,24.9,94,1013,23.99,23.99,23.99,Clouds,190,1.03,0,0.999753269183321,0.09230603068983427
QuangNam,TP_HoiAn,1675900800,59,24.84,92,1013,23.98,23.98,23.98,Clouds,171,2.07,0,0.999753269183321,0.17582827839274628
DaNang,NguHanhSon,1675900800,75,24.9,94,1013,23.99,23.99,23.99,Clouds,190,1.03,0,0.999753269183321,0.09230603068983427
DaNang,LienChieu,1675908000,40,25.8,88,1014,24.95,24.95,24.95,Clouds,170,2.57,0,1.000740192450037,0.21513125364551716
QuangNam,TX_DienBan,1675911600,40,29.53,78,1014,26.99,26.99,26.99,Clouds,150,3.6,0,1.000740192450037,0.7918936292204917
DaNang,HoaVang,1675915200,40,31.11,74,1014,27.95,27.95,27.95,Clouds,120,3.6,0,1.000740192450037,0.5687999999999998
DaNang,ThanhKhe,1675915200,40,31.19,74,1014,27.99,27.99,27.99,Clouds,120,3.6,0,1.000740192450037,0.5760000000000003
DaNang,NguHanhSon,1675915200,40,31.19,74,1014,27.99,27.99,27.99,Clouds,120,3.6,0,1.000740192450037,0.5760000000000003
DaNang,HaiChau,1675918800,20,31.19,74,1013,27.99,27.99,27.99,Clouds,110,5.14,0,0.999753269183321,0.5625547317420604
DaNang,SonTra,1675922400,20,30.52,69,1012,27.99,27.99,27.99,Clouds,130,6.69,0,0.998766345916605,1.0879630245271465
DaNang,HaiChau,1675926000,20,30.52,69,1011,27.99,27.99,27.99,Clouds,120,5.14,0,0.997779422649889,0.65021
DaNang,CamLe,1675926000,20,30.52,69,1011,27.99,27.99,27.99,Clouds,120,5.14,0,0.997779422649889,0.65021
DaNang,CamLe,1675929600,20,29.18,74,1010,26.99,26.99,26.99,Clouds,110,5.14,0,0.9967924993831729,0.38499839453597245
DaNang,HaiChau,1675940400,20,25.71,83,1011,24.99,24.99,24.99,Clouds,120,3.09,0,0.997779422649889,0.11124000000000031
QuangNam,TP_TamKy,1675944000,87,23.74,93,1012,22.96,22.96,22.96,Clouds,128,3.02,0,0.998766345916605,0.1450252171277116
DaNang,CamLe,1675947600,40,25.71,83,1012,24.99,24.99,24.99,Clouds,0,0.51,0,0.998766345916605,0.03672000000000013
QuangNam,TP_HoiAn,1675954800,98,25.99,94,1013,24.98,24.98,24.98,Clouds,127,2.34,0,0.999753269183321,0.14223296257175483
DaNang,HoaVang,1675969200,75,25.8,88,1012,24.95,24.95,24.95,Clouds,110,2.06,0,0.998766345916605,0.05988772709632469
DaNang,NguHanhSon,1675969200,75,25.84,88,1012,24.99,24.99,24.99,Clouds,110,2.06,0,0.998766345916605,0.05988772709632469
DaNang,LienChieu,1675980000,75,24.7,88,1012,23.95,23.95,23.95,Clouds,120,2.06,0,0.998766345916605,0.07724999999999997
DaNang,CamLe,1675994400,40,25.99,78,1015,25.99,25.99,25.99,Clouds,160,3.09,0,1.001727115716753,0.0
DaNang,NguHanhSon,1676008800,20,31.17,61,1012,28.99,28.99,28.99,Clouds,110,5.14,0,0.998766345916605,0.38324041099927886
DaNang,LienChieu,1676019600,0,30.44,69,1010,27.95,27.95,27.95,Clear,130,4.63,0,0.9967924993831729,0.7410505515793212
DaNang,LienChieu,1676023200,0,29.1,74,1010,26.95,26.95,26.95,Clear,120,4.12,0,0.9967924993831729,0.4429000000000003
DaNang,CamLe,1676030400,20,25.71,83,1011,24.99,24.99,24.99,Clouds,130,1.54,0,0.997779422649889,0.07127229016204373
QuangNam,TP_TamKy,1676037600,8,23.39,94,1012,22.62,22.62,22.62,Clear,147,3.7,0,0.998766345916605,0.23893724480765122
DaNang,HaiChau,1676041200,20,24.9,94,1013,23.99,23.99,23.99,Clouds,0,0.51,0,0.999753269183321,0.04641000000000001
DaNang,NguHanhSon,1676044800,40,25.84,88,1013,24.99,24.99,24.99,Clouds,0,0.51,0,0.999753269183321,0.04335000000000007
QuangNam,TP_HoiAn,1676055600,23,24.91,95,1010,23.98,23.98,23.98,Clouds,190,3.05,0,0.9967924993831729,0.2793407191419127
DaNang,HaiChau,1676059200,40,24.74,88,1011,23.99,23.99,23.99,Clouds,220,1.54,0,0.997779422649889,0.08847813318024197
DaNang,SonTra,1676070000,20,23.8,94,1011,22.99,22.99,22.99,Clouds,170,1.54,0,0.997779422649889,0.12284491911074318
DaNang,CamLe,1676073600,20,23.8,94,1012,22.99,22.99,22.99,Mist,200,1.54,0,0.998766345916605,0.11721725751683454
QuangNam,TP_TamKy,1676077200,7,24.21,86,1013,23.55,23.55,23.55,Clear,145,0.94,0,0.999753269183321,0.05082019282768905
DaNang,HaiChau,1676080800,20,25.71,83,1013,24.99,24.99,24.99,Clouds,140,2.06,0,0.999753269183321,0.11361971180340717
DaNang,HoaVang,1676091600,40,29.1,74,1012,26.95,26.95,26.95,Clouds,110,3.09,0,0.998766345916605,0.2272210822184082
DaNang,HoaVang,1676109600,20,25.95,78,1009,25.95,25.95,25.95,Clouds,110,4.12,0,0.9958055761164569,0.0
QuangNam,TP_HoiAn,1676109600,15,25.98,88,1009,25.98,25.98,25.98,Clouds,125,5.56,0,0.9958055761164569,0.0
DaNang,NguHanhSon,1676113200,20,25.71,83,1009,24.99,24.99,24.99,Clouds,120,3.6,0,0.9958055761164569,0.12960000000000038
DaNang,ThanhKhe,1676113200,20,25.71,83,1009,24.99,24.99,24.99,Clouds,120,3.6,0,0.9958055761164569,0.12960000000000038
QuangNam,TP_HoiAn,1676116800,11,23.98,93,1010,23.18,23.18,23.18,Clouds,131,3.99,0,0.9967924993831729,0.20941404205377018
DaNang,SonTra,1676116800,11,24.04,94,1010,23.21,23.21,23.21,Clouds,140,4.38,0,0.9967924993831729,0.2784877968514726
QuangNam,TX_DienBan,1676131200,75,25.71,83,1011,24.99,24.99,24.99,Clouds,110,1.03,0,0.997779422649889,0.025364213829031673
DaNang,NguHanhSon,1676131200,75,25.71,83,1011,24.99,24.99,24.99,Clouds,110,1.03,0,0.997779422649889,0.025364213829031673
DaNang,CamLe,1676142000,20,24.74,88,1010,23.99,23.99,23.99,Clouds,200,1.03,0,0.9967924993831729,0.07259125495571143
DaNang,HoaVang,1676149200,20,23.76,94,1009,22.95,22.95,22.95,Mist,160,2.57,0,0.9958055761164569,0.19561581286900306
QuangNam,TP_TamKy,1676152800,16,22.09,94,1010,21.44,21.44,21.44,Clouds,168,1.44,0,0.9967924993831729,0.09155461542868401
DaNang,SonTra,1676156400,40,23.8,94,1011,22.99,22.99,22.99,Mist,220,1.03,0,0.997779422649889,0.06391108788941652
DaNang,HaiChau,1676156400,40,23.8,94,1011,22.99,22.99,22.99,Mist,220,1.03,0,0.997779422649889,0.06391108788941652
DaNang,SonTra,1676160000,75,23.8,94,1011,22.99,22.99,22.99,Mist,180,0.51,0,0.997779422649889,0.04131000000000012
QuangNam,TP_HoiAn,1676163600,11,24.76,89,1012,23.98,23.98,23.98,Clouds,166,2.95,0,0.998766345916605,0.2232650466161071
DaNang,ThanhKhe,1676163600,40,24.9,94,1012,23.99,23.99,23.99,Clouds,0,1.03,0,0.998766345916605,0.09373000000000001
DaNang,CamLe,1676178000,20,31.19,74,1012,27.99,27.99,27.99,Clouds,110,4.12,0,0.998766345916605,0.450919356960562
DaNang,HoaVang,1676181600,20,32.62,70,1011,28.95,28.95,28.95,Clouds,110,3.6,0,0.997779422649889,0.4518770133618733
DaNang,HaiChau,1676181600,20,32.71,70,1011,28.99,28.99,28.99,Clouds,110,3.6,0,0.997779422649889,0.4580333759417359
DaNang,LienChieu,1676181600,20,32.62,70,1011,28.95,28.95,28.95,Clouds,110,3.6,0,0.997779422649889,0.4518770133618733
QuangNam,TP_TamKy,1676192400,4,30.98,71,1008,28.09,28.09,28.09,Clear,120,4.98,0,0.9948186528497409,0.71961
DaNang,ThanhKhe,1676196000,20,29.18,74,1009,26.99,26.99,26.99,Clouds,100,3.09,0,0.9958055761164569,0.11750945830898847
DaNang,SonTra,1676206800,20,25.71,83,1011,24.99,24.99,24.99,Clouds,50,1.54,0,0.997779422649889,0.07127229016204373
QuangNam,TP_HoiAn,1676206800,91,25.94,92,1011,24.98,24.98,24.98,Clouds,139,3.33,0,0.997779422649889,0.241265558605616
DaNang,NguHanhSon,1676210400,20,25.71,83,1011,24.99,24.99,24.99,Clouds,40,1.03,0,0.997779422649889,0.0568098559017036
DaNang,LienChieu,1676214000,20,25.67,83,1011,24.95,24.95,24.95,Clouds,0,1.03,0,0.997779422649889,0.07416000000000025
DaNang,HoaVang,1676217600,20,25.67,83,1011,24.95,24.95,24.95,Clouds,130,1.54,0,0.997779422649889,0.07127229016204373
DaNang,SonTra,1676217600,20,25.71,83,1011,24.99,24.99,24.99,Clouds,130,1.54,0,0.997779422649889,0.07127229016204373
DaNang,SonTra,1676221200,20,24.74,88,1010,23.99,23.99,23.99,Clouds,0,1.03,0,0.9967924993831729,0.07725
DaNang,HoaVang,1676224800,20,24.7,88,1010,23.95,23.95,23.95,Clouds,120,1.54,0,0.9967924993831729,0.05774999999999998
DaNang,NguHanhSon,1676228400,20,24.74,88,1010,23.99,23.99,23.99,Clouds,0,1.03,0,0.9967924993831729,0.07725
QuangNam,TP_HoiAn,1676232000,100,24.86,93,1009,23.98,23.98,23.98,Clouds,168,2.95,0,0.9958055761164569,0.2539271171504957
QuangNam,TP_TamKy,1676232000,100,23.28,92,1009,22.57,22.57,22.57,Clouds,161,1.83,0,0.9958055761164569,0.12285122852761939
DaNang,LienChieu,1676239200,20,24.86,94,1009,23.95,23.95,23.95,Clouds,150,1.03,0,0.9958055761164569,0.08117256109671546
DaNang,ThanhKhe,1676242800,20,23.8,94,1010,22.99,22.99,22.99,Clouds,180,0.51,0,0.9967924993831729,0.04131000000000012
DaNang,LienChieu,1676242800,20,23.76,94,1010,22.95,22.95,22.95,Clouds,180,0.51,0,0.9967924993831729,0.04131000000000012
DaNang,LienChieu,1676250000,20,25.8,88,1011,24.95,24.95,24.95,Mist,0,0.51,0,0.997779422649889,0.04335000000000007
QuangNam,TP_HoiAn,1676257200,18,31.45,76,1011,27.98,27.98,27.98,Clouds,148,2.96,0,0.997779422649889,0.871047160524188
DaNang,ThanhKhe,1676257200,20,31.19,74,1012,27.99,27.99,27.99,Clouds,200,2.57,0,0.998766345916605,0.7728032113343317
DaNang,ThanhKhe,1676268000,20,32.71,70,1010,28.99,28.99,28.99,Clouds,100,3.6,0,0.9967924993831729,0.23254963953155322
QuangNam,TX_DienBan,1676271600,20,32.71,70,1009,28.99,28.99,28.99,Clouds,110,3.6,0,0.9958055761164569,0.4580333759417359
DaNang,SonTra,1676271600,20,32.71,70,1009,28.99,28.99,28.99,Clouds,110,3.6,0,0.9958055761164569,0.4580333759417359
QuangNam,TP_TamKy,1676286000,23,25.62,87,1009,24.81,24.81,24.81,Clouds,131,3.79,0,0.9958055761164569,0.20140356130979647
DaNang,HoaVang,1676289600,20,25.8,88,1010,24.95,24.95,24.95,Clouds,80,1.54,0,0.9967924993831729,0.02273054645660123
DaNang,CamLe,1676293200,20,25.84,88,1011,24.99,24.99,24.99,Clouds,0,1.03,0,0.997779422649889,0.08755000000000016
QuangNam,TX_DienBan,1676304000,20,24.9,94,1011,23.99,23.99,23.99,Clouds,100,1.03,0,0.997779422649889,0.01627604369272138
DaNang,HaiChau,1676307600,20,24.9,94,1011,23.99,23.99,23.99,Clouds,0,0.51,0,0.997779422649889,0.04641000000000001
DaNang,LienChieu,1676311200,20,24.86,94,1011,23.95,23.95,23.95,Clouds,0,1.03,0,0.997779422649889,0.09373000000000001
QuangNam,TP_TamKy,1676318400,96,24.25,88,1010,23.54,23.54,23.54,Clouds,137,1.28,0,0.9967924993831729,0.06646542440315029
DaNang,HaiChau,1676325600,40,24.9,94,1011,23.99,23.99,23.99,Mist,170,0.51,0,0.997779422649889,0.045704927817296584
QuangNam,TX_DienBan,1676329200,40,24.9,94,1011,23.99,23.99,23.99,Mist,0,0.0,0,0.997779422649889,0.0
QuangNam,TP_HoiAn,1676336400,99,24.68,86,1014,23.98,23.98,23.98,Clouds,87,1.25,0,1.000740192450037,0.004579396171257593
DaNang,ThanhKhe,1676350800,75,29.18,74,1015,26.99,26.99,26.99,Clouds,330,2.06,0,1.001727115716753,0.39069870066331175
DaNang,ThanhKhe,1676358000,75,25.99,83,1013,25.99,25.99,25.99,Clouds,120,1.54,0,0.999753269183321,0.0
QuangNam,TP_TamKy,1676358000,69,29.1,76,1012,26.86,26.86,26.86,Clouds,61,4.19,0,0.998766345916605,0.4550229171784026
DaNang,LienChieu,1676358000,75,25.95,83,1013,25.95,25.95,25.95,Clouds,120,1.54,0,0.999753269183321,0.0
QuangNam,TP_HoiAn,1676358000,48,25.98,84,1013,25.98,25.98,25.98,Clouds,73,3.21,0,0.999753269183321,0.0
DaNang,LienChieu,1676361600,75,29.1,74,1012,26.95,26.95,26.95,Clouds,110,3.6,0,0.998766345916605,0.26472359093406783
DaNang,HaiChau,1676365200,40,25.99,83,1012,25.99,25.99,25.99,Clouds,120,3.09,0,0.998766345916605,0.0
QuangNam,TP_TamKy,1676365200,37,26.33,81,1012,25.6,25.6,25.6,Clouds,63,3.56,0,0.998766345916605,0.11798305107231292
DaNang,HoaVang,1676368800,40,25.95,83,1012,25.95,25.95,25.95,Clouds,0,1.03,0,0.998766345916605,0.0
DaNang,HoaVang,1676372400,75,25.95,83,1013,25.95,25.95,25.95,Clouds,0,1.03,0,0.999753269183321,0.0
QuangNam,TX_DienBan,1676379600,40,25.84,88,1014,24.99,24.99,24.99,Clouds,340,1.54,0,1.000740192450037,0.12300576406087563
DaNang,CamLe,1676383200,40,24.74,88,1015,23.99,23.99,23.99,Clouds,350,1.54,0,1.001727115716753,0.11374529547291001
DaNang,LienChieu,1676383200,40,24.7,88,1015,23.95,23.95,23.95,Clouds,350,1.54,0,1.001727115716753,0.11374529547291001
DaNang,CamLe,1676394000,75,22.7,94,1016,21.99,21.99,21.99,Clouds,320,2.57,0,1.002714038983469,0.13978012953592003
QuangNam,TP_TamKy,1676408400,97,22.49,92,1014,21.85,21.85,21.85,Clouds,342,3.1,0,1.000740192450037,0.18868961283295757
DaNang,SonTra,1676415600,75,21.44,88,1015,20.99,20.99,20.99,Clouds,320,2.06,0,1.001727115716753,0.07101231987712969
DaNang,HoaVang,1676419200,75,21.4,88,1016,20.95,20.95,20.95,Mist,310,2.57,0,1.002714038983469,0.07433838706024813
DaNang,HaiChau,1676437200,75,20.5,94,1018,19.99,19.99,19.99,Mist,310,1.54,0,1.004687885516901,0.05048453886478095
DaNang,ThanhKhe,1676437200,75,20.5,94,1018,19.99,19.99,19.99,Mist,310,1.54,0,1.004687885516901,0.05048453886478095
QuangNam,TX_DienBan,1676440800,75,20.5,94,1018,19.99,19.99,19.99,Clouds,320,2.06,0,1.004687885516901,0.08048062919408006
DaNang,CamLe,1676440800,75,20.5,94,1018,19.99,19.99,19.99,Clouds,320,2.06,0,1.004687885516901,0.08048062919408006
DaNang,SonTra,1676440800,75,20.5,94,1018,19.99,19.99,19.99,Clouds,320,2.06,0,1.004687885516901,0.08048062919408006
QuangNam,TX_DienBan,1676444400,75,20.5,94,1017,19.99,19.99,19.99,Clouds,320,3.6,0,1.0037009622501851,0.14064575975664478
QuangNam,TP_TamKy,1676448000,100,22.31,94,1016,21.64,21.64,21.64,Clouds,53,4.81,0,1.002714038983469,0.1939469275112101
QuangNam,TP_HoiAn,1676458800,100,23.71,91,1017,22.98,22.98,22.98,Clouds,56,5.79,0,1.0037009622501851,0.2363540645099807
QuangNam,TP_TamKy,1676462400,100,22.44,90,1018,21.85,21.85,21.85,Clouds,63,4.83,0,1.004687885516901,0.12937367271077863
DaNang,NguHanhSon,1676466000,100,23.51,83,1018,22.99,22.99,22.99,Clouds,40,4.63,0,1.004687885516901,0.18443286012532625
QuangNam,TP_HoiAn,1676469600,100,23.63,88,1019,22.98,22.98,22.98,Clouds,59,5.87,0,1.0056748087836171,0.19651277748193083
DaNang,LienChieu,1676469600,75,23.47,83,1019,22.95,22.95,22.95,Clouds,20,3.6,0,1.0056748087836171,0.17591045861112192
DaNang,ThanhKhe,1676476800,75,23.51,83,1020,22.99,22.99,22.99,Clouds,20,4.12,0,1.006661732050333,0.20131974707717423
DaNang,HoaVang,1676476800,75,23.47,83,1020,22.95,22.95,22.95,Clouds,20,4.12,0,1.006661732050333,0.20131974707717287
DaNang,HoaVang,1676480400,75,23.47,83,1019,22.95,22.95,22.95,Clouds,40,4.63,0,1.0056748087836171,0.18443286012532498
DaNang,HoaVang,1676487600,75,23.47,83,1019,22.95,22.95,22.95,Clouds,30,2.57,0,1.0056748087836171,0.11573563496175229
DaNang,CamLe,1676502000,75,23.38,78,1019,22.99,22.99,22.99,Clouds,50,3.6,0,1.0056748087836171,0.09024738039999027
DaNang,HoaVang,1676520000,75,24.31,73,1021,23.95,23.95,23.95,Clouds,50,5.14,0,1.0076486553170492,0.11894141929639705
DaNang,ThanhKhe,1676520000,75,24.35,73,1021,23.99,23.99,23.99,Clouds,50,5.14,0,1.0076486553170492,0.11894141929639823
QuangNam,TP_TamKy,1676523600,80,23.11,86,1020,22.55,22.55,22.55,Clouds,54,5.04,0,1.006661732050333,0.16589650960702723
DaNang,HaiChau,1676530800,40,25.99,69,1019,25.99,25.99,25.99,Clouds,70,4.63,0,1.0056748087836171,0.0
DaNang,CamLe,1676541600,40,24.35,73,1018,23.99,23.99,23.99,Clouds,50,4.12,0,1.004687885516901,0.09533825826870831
QuangNam,TP_TamKy,1676548800,51,21.13,90,1019,20.66,20.66,20.66,Clouds,43,3.24,0,1.0056748087836171,0.11137054168256703
DaNang,HaiChau,1676556000,20,23.38,78,1020,22.99,22.99,22.99,Clouds,50,2.06,0,1.006661732050333,0.05164155656221665
DaNang,HoaVang,1676556000,20,23.34,78,1020,22.95,22.95,22.95,Clouds,50,2.06,0,1.006661732050333,0.05164155656221665
DaNang,NguHanhSon,1676566800,40,22.41,83,1020,21.99,21.99,21.99,Clouds,360,1.54,0,1.006661732050333,0.06468000000000027
DaNang,ThanhKhe,1676566800,40,22.41,83,1020,21.99,21.99,21.99,Clouds,360,1.54,0,1.006661732050333,0.06468000000000027
QuangNam,TX_DienBan,1676570400,20,23.38,78,1019,22.99,22.99,22.99,Clouds,50,2.06,0,1.0056748087836171,0.05164155656221665
QuangNam,TP_HoiAn,1676581200,87,22.45,85,1018,21.98,21.98,21.98,Clouds,28,1.58,0,1.004687885516901,0.06556768824570376
DaNang,LienChieu,1676599200,20,24.31,73,1019,23.95,23.95,23.95,Clouds,350,3.6,0,1.0056748087836171,0.12763108479038193
DaNang,HaiChau,1676602800,20,24.35,73,1020,23.99,23.99,23.99,Clouds,360,3.6,0,1.006661732050333,0.12960000000000108
QuangNam,TP_HoiAn,1676602800,97,24.6,83,1020,23.98,23.98,23.98,Clouds,5,1.73,0,1.006661732050333,0.10685184331732081
DaNang,SonTra,1676602800,20,24.35,73,1020,23.99,23.99,23.99,Clouds,360,3.6,0,1.006661732050333,0.12960000000000108
QuangNam,TP_TamKy,1676613600,96,23.49,82,1017,22.99,22.99,22.99,Clouds,358,2.73,0,1.0037009622501851,0.13641684788810657
QuangNam,TP_HoiAn,1676613600,94,25.67,82,1017,24.98,24.98,24.98,Clouds,15,3.64,0,1.0037009622501851,0.24260193053076287
DaNang,CamLe,1676620800,75,23.38,78,1015,22.99,22.99,22.99,Clouds,10,5.14,0,1.001727115716753,0.1974145621688275
QuangNam,TP_HoiAn,1676620800,98,23.47,82,1015,22.98,22.98,22.98,Clouds,19,4.04,0,1.001727115716753,0.18717485722564015
DaNang,HoaVang,1676624400,75,23.34,78,1015,22.95,22.95,22.95,Clouds,10,5.66,0,1.001727115716753,0.2173864633999151
QuangNam,TP_TamKy,1676624400,100,22.65,88,1015,22.09,22.09,22.09,Clouds,9,2.08,0,1.001727115716753,0.11504593791252138
DaNang,HaiChau,1676631600,75,23.25,73,1016,22.99,22.99,22.99,Clouds,20,3.09,0,1.002714038983469,0.07549490515394033
DaNang,CamLe,1676631600,75,23.25,73,1016,22.99,22.99,22.99,Clouds,20,3.09,0,1.002714038983469,0.07549490515394033
QuangNam,TX_DienBan,1676631600,75,23.25,73,1016,22.99,22.99,22.99,Clouds,20,3.09,0,1.002714038983469,0.07549490515394033
DaNang,HoaVang,1676642400,75,21.27,83,1018,20.95,20.95,20.95,Clouds,350,2.06,0,1.004687885516901,0.0649185270785648
DaNang,CamLe,1676649600,75,22.28,78,1018,21.99,21.99,21.99,Clouds,310,0.51,0,1.004687885516901,0.009506828747264004
DaNang,HoaVang,1676671200,75,21.27,83,1015,20.95,20.95,20.95,Clouds,0,0.0,0,1.001727115716753,0.0
DaNang,NguHanhSon,1676674800,75,20.34,88,1016,19.99,19.99,19.99,Clouds,310,1.03,0,1.002714038983469,0.023172493329199833
DaNang,SonTra,1676682000,40,22.28,78,1017,21.99,21.99,21.99,Clouds,0,0.0,0,1.0037009622501851,0.0
QuangNam,TP_HoiAn,1676689200,50,25.98,79,1017,25.98,25.98,25.98,Clouds,321,1.13,0,1.0037009622501851,0.0
QuangNam,TX_DienBan,1676689200,20,25.99,61,1017,25.99,25.99,25.99,Clouds,0,0.0,0,1.0037009622501851,0.0
DaNang,HoaVang,1676689200,20,25.95,61,1017,25.95,25.95,25.95,Clouds,0,0.0,0,1.0037009622501851,0.0
DaNang,LienChieu,1676689200,20,25.95,61,1017,25.95,25.95,25.95,Clouds,0,0.0,0,1.0037009622501851,0.0
DaNang,SonTra,1676696400,40,25.99,65,1016,25.99,25.99,25.99,Clouds,350,3.09,0,1.002714038983469,0.0
DaNang,HoaVang,1676700000,40,25.95,69,1015,25.95,25.95,25.95,Clouds,350,4.12,0,1.001727115716753,0.0
DaNang,CamLe,1676707200,40,25.99,65,1013,25.99,25.99,25.99,Clouds,80,5.14,0,0.999753269183321,0.0
DaNang,NguHanhSon,1676710800,40,25.45,73,1013,24.99,24.99,24.99,Clouds,60,2.57,0,0.999753269183321,0.05911000000000012
QuangNam,TX_DienBan,1676710800,40,25.45,73,1013,24.99,24.99,24.99,Clouds,60,2.57,0,0.999753269183321,0.05911000000000012
DaNang,ThanhKhe,1676710800,40,25.45,73,1013,24.99,24.99,24.99,Clouds,60,2.57,0,0.999753269183321,0.05911000000000012
QuangNam,TP_HoiAn,1676714400,41,24.71,87,1013,23.98,23.98,23.98,Clouds,25,3.35,0,0.999753269183321,0.22163756931981288
DaNang,NguHanhSon,1676725200,75,23.51,83,1015,22.99,22.99,22.99,Clouds,340,3.09,0,1.001727115716753,0.15098981030788067
QuangNam,TP_TamKy,1676732400,73,21.75,95,1016,21.1,21.1,21.1,Clouds,264,1.44,0,1.002714038983469,0.009783864161852333
DaNang,ThanhKhe,1676743200,75,23.64,88,1016,22.99,22.99,22.99,Clouds,340,2.06,0,1.002714038983469,0.12582484192323357
DaNang,HoaVang,1676746800,75,22.66,94,1015,21.95,21.95,21.95,Clouds,340,2.06,0,1.001727115716753,0.13743944271614714
QuangNam,TX_DienBan,1676750400,75,22.7,94,1014,21.99,21.99,21.99,Clouds,330,1.54,0,1.000740192450037,0.0946912176497906
QuangNam,TP_TamKy,1676750400,95,20.91,95,1015,20.34,20.34,20.34,Clouds,270,1.77,0,1.001727115716753,1.8533192334896476e-17
QuangNam,TP_HoiAn,1676754000,92,22.58,90,1014,21.98,21.98,21.98,Clouds,337,1.26,0,1.000740192450037,0.0695901669210042
DaNang,HoaVang,1676754000,75,22.66,94,1014,21.95,21.95,21.95,Clouds,0,1.03,0,1.000740192450037,0.0731300000000001
DaNang,ThanhKhe,1676772000,40,24.61,83,1018,23.99,23.99,23.99,Clouds,360,3.09,0,1.004687885516901,0.1915800000000003
DaNang,SonTra,1676775600,40,25.45,73,1018,24.99,24.99,24.99,Clouds,360,4.12,0,1.004687885516901,0.18952000000000035
DaNang,ThanhKhe,1676775600,40,25.45,73,1018,24.99,24.99,24.99,Clouds,360,4.12,0,1.004687885516901,0.18952000000000035
QuangNam,TX_DienBan,1676775600,40,25.45,73,1018,24.99,24.99,24.99,Clouds,360,4.12,0,1.004687885516901,0.18952000000000035
DaNang,ThanhKhe,1676782800,20,25.99,69,1017,25.99,25.99,25.99,Clouds,360,4.12,0,1.0037009622501851,0.0
DaNang,NguHanhSon,1676786400,20,25.99,65,1016,25.99,25.99,25.99,Clouds,360,5.14,0,1.002714038983469,0.0
DaNang,SonTra,1676790000,20,25.99,65,1015,25.99,25.99,25.99,Clouds,20,6.17,0,1.001727115716753,0.0
DaNang,CamLe,1676793600,20,25.99,65,1014,25.99,25.99,25.99,Clouds,30,7.2,0,1.000740192450037,0.0
QuangNam,TX_DienBan,1676797200,20,25.99,65,1014,25.99,25.99,25.99,Clouds,20,7.72,0,1.000740192450037,0.0
QuangNam,TP_HoiAn,1676797200,100,25.98,82,1014,25.98,25.98,25.98,Clouds,24,5.09,0,1.000740192450037,0.0
DaNang,NguHanhSon,1676800800,20,25.45,73,1015,24.99,24.99,24.99,Clouds,10,6.69,0,1.001727115716753,0.30306473791197747
QuangNam,TX_DienBan,1676815200,75,21.6,94,1017,20.99,20.99,20.99,Clouds,300,3.6,0,1.0037009622501851,0.10980000000000056
DaNang,HoaVang,1676818800,75,22.5,88,1017,21.95,21.95,21.95,Clouds,360,2.57,0,1.0037009622501851,0.14135000000000017
